"","Season","Year","Week","Estimated_total_flu_US","ILI_per_pop_weighted","Percent_Pos_Labs","US_pop"
"1044",NA,2017,39,46083.5259077193,1.18882,0.0170313,325150000
"1045","2017-2018",2017,40,63442.0680316489,1.26589,0.0220191,325150000
"1046","2017-2018",2017,41,62060.7117233512,1.30479,0.0208975,325150000
"1047","2017-2018",2017,42,66417.4640419763,1.34075,0.0217647,325150000
"1048","2017-2018",2017,43,89162.4584991483,1.51674,0.0258279,325150000
"1049","2017-2018",2017,44,143339.144549482,1.74583,0.0360729,325150000
"1050","2017-2018",2017,45,182314.477775685,1.88708,0.0424472,325150000
"1051","2017-2018",2017,46,248390.317903999,2.05923,0.0529966,325150000
"1052","2017-2018",2017,47,367761.895855203,2.27971,0.070877,325150000
"1053","2017-2018",2017,48,379732.531231732,2.28379,0.0730533,325150000
"1054","2017-2018",2017,49,631666.373830807,2.58278,0.107453,325150000
"1055","2017-2018",2017,50,1176220.40429609,3.36558,0.153549,325150000
"1056","2017-2018",2017,51,2452713.79381794,4.73117,0.22777,325150000
"1057","2017-2018",2017,52,3298949.5175324,5.70943,0.253864,325150000
"1058","2017-2018",2018,1,3338266.26901338,5.74658,0.253653,327170000
"1059","2017-2018",2018,2,3635556.14147068,5.89207,0.269421,327170000
"1060","2017-2018",2018,3,4035235.26597731,6.51759,0.27034,327170000
"1061","2017-2018",2018,4,4490152.87898765,7.16338,0.273698,327170000
"1062","2017-2018",2018,5,4661900.03489498,7.52133,0.270643,327170000
"1063","2017-2018",2018,6,4567736.4058004,7.38748,0.269981,327170000
"1064","2017-2018",2018,7,3856124.44491785,6.44688,0.261174,327170000
"1065","2017-2018",2018,8,2568355.73434785,4.95881,0.226155,327170000
"1066","2017-2018",2018,9,1560631.53040135,3.68612,0.184867,327170000
"1067","2017-2018",2018,10,1145198.68120686,3.18626,0.156938,327170000
"1068","2017-2018",2018,11,988072.355424962,2.76894,0.155813,327170000
"1069","2017-2018",2018,12,873058.346217792,2.48706,0.15328,327170000
"1070","2017-2018",2018,13,833482.823042513,2.40802,0.151135,327170000
"1071","2017-2018",2018,14,602940.677997118,2.07483,0.126888,327170000
"1072","2017-2018",2018,15,458290.709366613,1.77898,0.112486,327170000
"1073","2017-2018",2018,16,347576.598462557,1.61487,0.0939813,327170000
"1074","2017-2018",2018,17,281832.894329294,1.5385,0.0799876,327170000
"1075","2017-2018",2018,18,218763.50025032,1.52612,0.0625914,327170000
"1076","2017-2018",2018,19,129633.695856769,1.28847,0.0439311,327170000
"1077","2017-2018",2018,20,85809.8018624481,1.18344,0.0316606,327170000
"1078",NA,2018,21,68375.9487265238,1.24919,0.0239003,327170000
"1079",NA,2018,22,39974.1450676273,1.14131,0.0152934,327170000
"1080",NA,2018,23,35671.8316606806,0.9878,0.0157683,327170000
"1081",NA,2018,24,26645.5433750868,0.895565,0.0129914,327170000
"1082",NA,2018,25,20909.0552420832,0.892204,0.0102329,327170000
"1083",NA,2018,26,22370.5075587446,0.877184,0.0111356,327170000
"1084",NA,2018,27,17922.6288855114,0.780203,0.0100305,327170000
"1085",NA,2018,28,15212.6846107568,0.725075,0.00916118,327170000
"1086",NA,2018,29,16464.4942006062,0.68247,0.010534,327170000
"1087",NA,2018,30,14594.3373198947,0.640393,0.00995099,327170000
"1088",NA,2018,31,13957.9384129625,0.639127,0.00953592,327170000
"1089",NA,2018,32,15470.2161299801,0.705637,0.0095729,327170000
"1090",NA,2018,33,12389.7961254675,0.707801,0.00764331,327170000
"1091",NA,2018,34,25175.5568607436,0.822659,0.0133625,327170000
"1092",NA,2018,35,29611.0505583837,0.859864,0.0150367,327170000
"1093",NA,2018,36,44053.621542464,1.10083,0.0174739,327170000
"1094",NA,2018,37,44567.5087982807,1.15323,0.0168745,327170000
"1095",NA,2018,38,46769.6357871788,1.20178,0.0169929,327170000
"1096",NA,2018,39,42848.0373181938,1.2498,0.0149699,327170000
"1097","2018-2019",2018,40,56925.7359684573,1.42154,0.0174855,327170000
"1098","2018-2019",2018,41,54525.8368670106,1.40322,0.016967,327170000
"1099","2018-2019",2018,42,66779.6667909756,1.4718,0.0198118,327170000
"1100","2018-2019",2018,43,77336.1362566705,1.63934,0.0205988,327170000
"1101","2018-2019",2018,44,89367.0263938025,1.79125,0.0217846,327170000
"1102","2018-2019",2018,45,117320.839077296,1.87052,0.0273868,327170000
"1103","2018-2019",2018,46,143748.018174316,1.98992,0.0315424,327170000
"1104","2018-2019",2018,47,202014.667860663,2.24157,0.0393513,327170000
"1105","2018-2019",2018,48,192945.470362241,2.15249,0.0391401,327170000
"1106","2018-2019",2018,49,324216.16027132,2.26789,0.0624225,327170000
"1107","2018-2019",2018,50,628931.21191466,2.64686,0.103753,327170000
"1108","2018-2019",2018,51,1027053.24011072,3.14002,0.14282,327170000
"1109","2018-2019",2018,52,1487824.43750214,3.97039,0.163624,327170000
"1110","2018-2019",2019,1,968252.937642245,3.46028,0.121443,329160000
"1111","2018-2019",2019,2,910472.732749944,3.10155,0.127404,329160000
"1112","2018-2019",2019,3,1249006.90937907,3.32091,0.163231,329160000
"1113","2018-2019",2019,4,1694304.61844083,3.79198,0.193919,329160000
"1114","2018-2019",2019,5,2259588.64360811,4.34763,0.225565,329160000
"1115","2018-2019",2019,6,2817818.22475477,4.86364,0.251447,329160000
"1116","2018-2019",2019,7,3036807.07592033,5.06551,0.260189,329160000
"1117","2018-2019",2019,8,2975573.2404216,4.9175,0.262616,329160000
"1118","2018-2019",2019,9,2758263.01224201,4.58791,0.260925,329160000
"1119","2018-2019",2019,10,2600757.97013924,4.40435,0.256279,329160000
"1120","2018-2019",2019,11,2557042.14453302,4.24706,0.261303,329160000
"1121","2018-2019",2019,12,1906974.40564482,3.68251,0.224748,329160000
"1122","2018-2019",2019,13,1383385.05930053,3.10851,0.193146,329160000
"1123","2018-2019",2019,14,931434.774031507,2.70664,0.149354,329160000
"1124","2018-2019",2019,15,633235.64683328,2.31031,0.118957,329160000
"1125","2018-2019",2019,16,402495.674378703,2.03128,0.0859976,329160000
"1126","2018-2019",2019,17,232558.445566138,1.73172,0.058284,329160000
"1127","2018-2019",2019,18,175882.670849886,1.5895,0.0480239,329160000
"1128","2018-2019",2019,19,134144.215253783,1.51653,0.0383898,329160000
"1129","2018-2019",2019,20,122236.145683536,1.49867,0.0353988,329160000
"1130",NA,2019,21,113137.088532686,1.4372,0.0341651,329160000
"1131",NA,2019,22,99885.0011307876,1.40973,0.030751,329160000
"1132",NA,2019,23,79271.9182863644,1.23513,0.0278549,329160000
"1133",NA,2019,24,60076.1579251361,1.12859,0.0231026,329160000
"1134",NA,2019,25,43947.376141032,1.00044,0.019065,329160000
"1135",NA,2019,26,45697.0283024411,0.957008,0.0207237,329160000
"1136",NA,2019,27,49279.7315785975,0.878199,0.024354,329160000
"1137",NA,2019,28,38579.1444859548,0.82135,0.0203854,329160000
"1138",NA,2019,29,39731.618747837,0.765398,0.0225291,329160000
"1139",NA,2019,30,40691.3749530288,0.739852,0.02387,329160000
"1140",NA,2019,31,40424.3517124815,0.728327,0.0240886,329160000
"1141",NA,2019,32,36161.1532663574,0.765332,0.0205063,329160000
"1142",NA,2019,33,35288.5328688078,0.739671,0.0207057,329160000
"1143",NA,2019,34,46968.8303884625,0.847964,0.0240396,329160000
"1144",NA,2019,35,79936.1411111303,0.993286,0.0349272,329160000
"1145",NA,2019,36,84173.1795607903,1.15531,0.0316206,329160000
"1146",NA,2019,37,80709.888175513,1.17811,0.0297328,329160000
